player_id,total_games,games_played,goals,assists,ppg,yellow_cards,second_yellow_cards,red_cards
527698,16,12,2,,,5,1,
672953,2,,,,,,,
786438,5,,,,,,,
55215,26,13,,,,6,2,
225593,37,32,8,3,,9,4,
339816,37,32,3,3,,15,4,
149231,34,33,5,6,,22,9,
56067,48,26,2,,,10,3,
277533,38,31,2,3,,6,2,
900166,2,,,,,,,
334222,24,24,7,3,,13,3,
296783,20,20,5,1,,4,1,
92693,50,44,14,4,,26,6,
73185,35,33,5,3,,19,1,
184672,49,42,4,1,,9,5,
720532,4,,,,,,,
252667,33,28,,2,,12,6,
495625,37,25,,,,3,2,
247366,23,10,,1,,1,2,
155423,25,17,1,,,3,8,
67089,35,14,,,,1,7,1
62945,32,30,1,,,,6,
311044,37,37,2,2,,1,6,
520947,34,14,1,,,4,2,
254037,29,25,,1,,8,2,
225015,30,25,,,,7,4,
784719,10,2,,,,1,,
148355,33,22,,1,,16,3,
454238,28,23,,1,,7,5,
225462,15,11,,,,4,1,1
247250,14,14,2,,,2,7,
307519,12,12,,,,8,3,
882772,20,6,,,,2,1,
278404,13,6,,,,1,1,
89733,36,32,3,2,,8,2,
241391,37,17,1,2,,10,3,
99559,30,18,,1,,5,2,
246204,32,23,2,1,,11,1,1
281755,27,20,2,2,,10,6,
282406,20,9,,,,1,,
412046,17,9,,,,4,,
131275,33,31,7,4,,17,8,
73185,35,33,5,3,,19,1,
85383,37,34,4,1,,10,4,
18644,38,34,7,2,,9,3,
177065,20,5,,,,1,1,
542819,16,10,,,,2,,
835794,1,1,,,,,,
449796,36,36,2,2,,,8,
258475,33,16,,,,2,4,
240360,27,21,,,,9,4,
717957,3,,,,,,,
37337,37,14,,,,1,2,
628461,5,,,,,,,
341264,36,34,1,,,2,4,
206947,37,13,,,,4,,
85295,35,35,1,2,,,10,
608531,35,9,1,,,3,3,
380598,35,35,1,2,,18,10,1
192009,27,27,,,,10,5,
517753,37,35,,,,16,8,
525578,35,31,2,1,,10,5,
629020,4,,,,,,,
560483,35,34,3,2,,16,3,
30321,33,32,3,9,,22,13,
195605,25,14,4,,,3,,
257062,36,36,7,5,,10,6,
289272,4,4,,,,3,,
153427,38,29,1,3,,6,2,
888694,1,1,,,,,,
891075,4,2,,,,,,
362086,35,34,2,4,,20,7,
256429,35,32,8,2,,17,3,
39152,27,23,6,,,7,1,
531277,20,7,,,,1,,
166683,36,25,,,,5,3,
93747,9,1,,,,,,
607779,5,,,,,,,
245893,42,21,2,,,3,4,
67080,36,34,3,2,,2,9,
127108,32,30,,,,,7,1
559979,16,,,,,,,
177046,34,34,,5,,11,10,1
568158,30,9,,,,1,2,
249471,22,1,,,,,,
533568,16,14,,,,2,2,
483573,37,24,,1,,6,4,
184767,23,18,,,,4,4,
319253,4,1,,,,,,
364237,32,32,2,,,10,10,
242497,30,27,1,,,17,2,
354697,22,5,,,,1,1,
483742,30,30,,1,,7,16,
266795,33,18,5,1,,8,6,1
295065,37,28,,1,,13,2,
139895,50,46,2,,,15,8,
634460,2,,,,,,,
646734,6,1,,,,,,
277118,37,24,,1,,7,3,
341278,21,6,,,,2,,
527350,37,20,1,1,,2,3,
278837,37,37,1,3,,18,3,
676318,35,21,,,,6,,
263860,33,19,,1,,10,3,
133794,32,32,1,1,,14,6,
718029,1,1,,,,,,
81999,37,37,14,5,,5,,
73185,35,33,5,3,,19,1,
480883,35,22,1,2,,9,2,
495752,29,28,8,3,,1,6,
166683,36,25,,,,5,3,
98596,38,24,5,3,,8,4,1
628472,3,3,,,,,2,
550492,1,,,,,,,
668277,2,,,,,,,
